Symbol,Price,Time
005930:KRX,81800.00000,2024-07-03 17:58:20
005930:KRX,81800.00000,2024-07-03 17:59:43
005930:KRX,81800.00000,2024-07-03 17:59:54
005930:KRX,81800.00000,2024-07-03 18:00:05
005930:KRX,81800.00000,2024-07-03 18:00:09
005930:KRX,81800.00000,2024-07-03 18:00:24
005930:KRX,81800.00000,2024-07-03 18:00:36
005930:KRX,81800.00000,2024-07-03 18:00:46
005930:KRX,81800.00000,2024-07-03 18:01:08
005930:KRX,81800.00000,2024-07-03 18:01:19
005930:KRX,81800.00000,2024-07-03 18:01:29
005930:KRX,81800.00000,2024-07-03 18:01:40
005930:KRX,81800.00000,2024-07-03 18:01:51
005930:KRX,81800.00000,2024-07-03 18:02:01
005930:KRX,81800.00000,2024-07-03 18:02:12
005930:KRX,81800.00000,2024-07-03 18:02:23
005930:KRX,81800.00000,2024-07-03 18:02:34
005930:KRX,81800.00000,2024-07-03 18:02:44
005930:KRX,81800.00000,2024-07-03 18:02:55
005930:KRX,81800.00000,2024-07-03 18:03:06
005930:KRX,81800.00000,2024-07-03 18:03:16
005930:KRX,81800.00000,2024-07-03 18:03:27
005930:KRX,81800.00000,2024-07-03 18:03:38
005930:KRX,81800.00000,2024-07-03 18:03:48
005930:KRX,81800.00000,2024-07-03 18:03:59
005930:KRX,81800.00000,2024-07-03 18:04:10
005930:KRX,81800.00000,2024-07-03 18:04:21
005930:KRX,81800.00000,2024-07-03 18:04:31
005930:KRX,81800.00000,2024-07-03 18:04:42
005930:KRX,81800.00000,2024-07-03 18:04:53
005930:KRX,81800.00000,2024-07-03 18:05:03
005930:KRX,81800.00000,2024-07-03 18:05:14
005930:KRX,81800.00000,2024-07-03 18:05:25
005930:KRX,81800.00000,2024-07-03 18:05:36
005930:KRX,81800.00000,2024-07-03 18:05:46
005930:KRX,81800.00000,2024-07-03 18:05:57
005930:KRX,81800.00000,2024-07-03 18:06:08
005930:KRX,81800.00000,2024-07-03 18:06:18
005930:KRX,81800.00000,2024-07-03 18:06:29
005930:KRX,81800.00000,2024-07-03 18:06:40
005930:KRX,81800.00000,2024-07-03 18:06:50
005930:KRX,81800.00000,2024-07-03 18:07:01
005930:KRX,81800.00000,2024-07-03 18:07:12
005930:KRX,81800.00000,2024-07-03 18:07:23
005930:KRX,81800.00000,2024-07-03 18:07:34
005930:KRX,81800.00000,2024-07-03 18:07:44
005930:KRX,81800.00000,2024-07-03 18:07:55
005930:KRX,81800.00000,2024-07-03 18:08:06
005930:KRX,81800.00000,2024-07-03 18:08:17
005930:KRX,81800.00000,2024-07-03 18:08:27
005930:KRX,81800.00000,2024-07-03 18:08:38
005930:KRX,81800.00000,2024-07-03 18:08:49
005930:KRX,81800.00000,2024-07-03 18:08:59
005930:KRX,81800.00000,2024-07-03 18:09:10
005930:KRX,81800.00000,2024-07-03 18:09:21
005930:KRX,81800.00000,2024-07-03 18:09:31
005930:KRX,81800.00000,2024-07-03 18:09:42
005930:KRX,81800.00000,2024-07-03 18:09:53
005930:KRX,81800.00000,2024-07-03 18:10:04
005930:KRX,81800.00000,2024-07-03 18:10:14
005930:KRX,81800.00000,2024-07-03 18:10:25
005930:KRX,81800.00000,2024-07-03 18:10:36
005930:KRX,81800.00000,2024-07-03 18:10:46
005930:KRX,81800.00000,2024-07-03 18:10:57
005930:KRX,81800.00000,2024-07-03 18:11:08
005930:KRX,81800.00000,2024-07-03 18:11:18
005930:KRX,81800.00000,2024-07-03 18:11:29
005930:KRX,81800.00000,2024-07-03 18:11:40
005930:KRX,81800.00000,2024-07-03 18:11:51
005930:KRX,81800.00000,2024-07-03 18:12:01
005930:KRX,81800.00000,2024-07-03 18:12:12
005930:KRX,81800.00000,2024-07-03 18:12:23
005930:KRX,81800.00000,2024-07-03 18:12:34
005930:KRX,81800.00000,2024-07-03 18:12:44
005930:KRX,81800.00000,2024-07-03 18:12:55
005930:KRX,81800.00000,2024-07-03 18:13:06
005930:KRX,81800.00000,2024-07-03 18:13:17
005930:KRX,81800.00000,2024-07-03 18:13:27
005930:KRX,81800.00000,2024-07-03 18:13:38
005930:KRX,81800.00000,2024-07-03 18:13:49
005930:KRX,81800.00000,2024-07-03 18:14:00
005930:KRX,81800.00000,2024-07-03 18:14:10
005930:KRX,81800.00000,2024-07-03 18:14:21
005930:KRX,81800.00000,2024-07-03 18:14:32
005930:KRX,81800.00000,2024-07-03 18:14:43
005930:KRX,81800.00000,2024-07-03 18:14:53
005930:KRX,81800.00000,2024-07-03 18:15:04
005930:KRX,81800.00000,2024-07-03 18:15:15
005930:KRX,81800.00000,2024-07-03 18:15:25
005930:KRX,81800.00000,2024-07-03 18:15:36
005930:KRX,81800.00000,2024-07-03 18:15:48
005930:KRX,81800.00000,2024-07-03 18:15:58
005930:KRX,81800.00000,2024-07-03 18:16:09
005930:KRX,81800.00000,2024-07-03 18:16:20
005930:KRX,81800.00000,2024-07-03 18:16:31
005930:KRX,81800.00000,2024-07-03 18:16:41
005930:KRX,81800.00000,2024-07-03 18:16:52
005930:KRX,81800.00000,2024-07-03 18:17:03
005930:KRX,81800.00000,2024-07-03 18:17:13
005930:KRX,81800.00000,2024-07-03 18:17:24
005930:KRX,81800.00000,2024-07-03 18:17:35
005930:KRX,81800.00000,2024-07-03 18:17:46
005930:KRX,81800.00000,2024-07-03 18:17:57
005930:KRX,81800.00000,2024-07-03 18:18:08
005930:KRX,81800.00000,2024-07-03 18:18:18
005930:KRX,81800.00000,2024-07-03 18:18:29
005930:KRX,81800.00000,2024-07-03 18:18:40
005930:KRX,81800.00000,2024-07-03 18:18:51
005930:KRX,81800.00000,2024-07-03 18:19:01
005930:KRX,81800.00000,2024-07-03 18:19:12
005930:KRX,81800.00000,2024-07-03 18:19:23
005930:KRX,81800.00000,2024-07-03 18:19:34
005930:KRX,81800.00000,2024-07-03 18:19:45
005930:KRX,81800.00000,2024-07-03 18:19:55
005930:KRX,81800.00000,2024-07-03 18:20:06
005930:KRX,81800.00000,2024-07-03 18:20:17
005930:KRX,81800.00000,2024-07-03 18:20:27
005930:KRX,81800.00000,2024-07-03 18:20:38
005930:KRX,81800.00000,2024-07-03 18:20:49
005930:KRX,81800.00000,2024-07-03 18:21:00
005930:KRX,81800.00000,2024-07-03 18:21:10
005930:KRX,81800.00000,2024-07-03 18:21:21
005930:KRX,81800.00000,2024-07-03 18:21:32
005930:KRX,81800.00000,2024-07-03 18:21:42
005930:KRX,81800.00000,2024-07-03 18:21:53
005930:KRX,81800.00000,2024-07-03 18:22:04
005930:KRX,81800.00000,2024-07-03 18:22:15
005930:KRX,81800.00000,2024-07-03 18:22:25
005930:KRX,81800.00000,2024-07-03 18:22:36
005930:KRX,81800.00000,2024-07-03 18:22:47
005930:KRX,81800.00000,2024-07-03 18:22:57
005930:KRX,81800.00000,2024-07-03 18:23:08
005930:KRX,81800.00000,2024-07-03 18:23:19
005930:KRX,81800.00000,2024-07-03 18:23:29
005930:KRX,81800.00000,2024-07-03 18:23:40
005930:KRX,81800.00000,2024-07-03 18:23:51
005930:KRX,81800.00000,2024-07-03 18:24:02
005930:KRX,81800.00000,2024-07-03 18:24:13
005930:KRX,81800.00000,2024-07-03 18:24:24
005930:KRX,81800.00000,2024-07-03 18:24:34
005930:KRX,81800.00000,2024-07-03 18:24:46
005930:KRX,81800.00000,2024-07-03 18:24:57
005930:KRX,81800.00000,2024-07-03 18:25:07
005930:KRX,81800.00000,2024-07-03 18:25:18
005930:KRX,81800.00000,2024-07-03 18:25:29
005930:KRX,81800.00000,2024-07-03 18:25:40
005930:KRX,81800.00000,2024-07-03 18:25:50
005930:KRX,81800.00000,2024-07-03 18:26:01
005930:KRX,81800.00000,2024-07-03 18:26:12
005930:KRX,81800.00000,2024-07-03 18:26:23
005930:KRX,81800.00000,2024-07-03 18:26:33
005930:KRX,81800.00000,2024-07-03 18:26:44
005930:KRX,81800.00000,2024-07-03 18:26:55
005930:KRX,81800.00000,2024-07-03 18:27:05
005930:KRX,81800.00000,2024-07-03 18:27:16
005930:KRX,81800.00000,2024-07-03 18:27:27
005930:KRX,81800.00000,2024-07-03 18:27:38
005930:KRX,81800.00000,2024-07-03 18:27:48
005930:KRX,81800.00000,2024-07-03 18:27:59
005930:KRX,81800.00000,2024-07-03 18:28:11
005930:KRX,81800.00000,2024-07-03 18:28:21
005930:KRX,81800.00000,2024-07-03 18:28:32
005930:KRX,81800.00000,2024-07-03 18:28:43
005930:KRX,81800.00000,2024-07-03 18:28:54
005930:KRX,81800.00000,2024-07-03 18:29:04
005930:KRX,81800.00000,2024-07-03 18:29:15
005930:KRX,81800.00000,2024-07-03 18:29:26
005930:KRX,81800.00000,2024-07-03 18:29:37
005930:KRX,81800.00000,2024-07-03 18:29:47
005930:KRX,81800.00000,2024-07-03 18:29:58
005930:KRX,81800.00000,2024-07-03 18:30:09
005930:KRX,81800.00000,2024-07-03 18:30:21
005930:KRX,81800.00000,2024-07-03 18:30:31
005930:KRX,81800.00000,2024-07-03 18:30:42
005930:KRX,81800.00000,2024-07-03 18:30:53
005930:KRX,81800.00000,2024-07-03 18:31:04
005930:KRX,81800.00000,2024-07-03 18:31:14
005930:KRX,81800.00000,2024-07-03 18:31:25
005930:KRX,81800.00000,2024-07-03 18:31:36
005930:KRX,81800.00000,2024-07-03 18:31:47
005930:KRX,81800.00000,2024-07-03 18:31:58
005930:KRX,81800.00000,2024-07-03 18:32:09
005930:KRX,81800.00000,2024-07-03 18:32:19
005930:KRX,81800.00000,2024-07-03 18:32:30
005930:KRX,81800.00000,2024-07-03 18:32:41
005930:KRX,81800.00000,2024-07-03 18:32:52
005930:KRX,81800.00000,2024-07-03 18:33:03
005930:KRX,81800.00000,2024-07-03 18:33:14
005930:KRX,81800.00000,2024-07-03 18:33:24
005930:KRX,81800.00000,2024-07-03 18:33:35
005930:KRX,81800.00000,2024-07-03 18:33:46
005930:KRX,81800.00000,2024-07-03 18:33:56
005930:KRX,81800.00000,2024-07-03 18:34:07
005930:KRX,81800.00000,2024-07-03 18:34:18
005930:KRX,81800.00000,2024-07-04 08:42:57
005930:KRX,81800.00000,2024-07-04 08:43:07
005930:KRX,81800.00000,2024-07-04 08:43:18
005930:KRX,81800.00000,2024-07-04 08:43:29
005930:KRX,81800.00000,2024-07-04 08:43:39
005930:KRX,81800.00000,2024-07-04 08:43:50
005930:KRX,81800.00000,2024-07-04 08:44:01
005930:KRX,81800.00000,2024-07-04 08:44:12
005930:KRX,81800.00000,2024-07-04 08:44:22
005930:KRX,81800.00000,2024-07-04 08:44:33
005930:KRX,81800.00000,2024-07-04 08:44:44
005930:KRX,81800.00000,2024-07-04 08:44:54
005930:KRX,81800.00000,2024-07-04 08:45:05
005930:KRX,81800.00000,2024-07-04 08:45:16
005930:KRX,81800.00000,2024-07-04 08:45:26
005930:KRX,81800.00000,2024-07-04 08:45:37
005930:KRX,81800.00000,2024-07-04 08:45:48
005930:KRX,81800.00000,2024-07-04 08:45:59
005930:KRX,81800.00000,2024-07-04 08:46:09
005930:KRX,81800.00000,2024-07-04 08:46:20
005930:KRX,81800.00000,2024-07-04 09:10:08
005930:KRX,81800.00000,2024-07-04 09:10:19
